iteration,i,j,Omega_curr,B_before,B_after,ell_before_B,B_ij_before,B_ji_before,delta_ij,delta_ji,chosen_direction,chosen_delta,B_ij_after,B_ji_after,ell_after_B,ell_after_Omega,B_improved,Omega_improved,B_contribution,Omega_contribution
37,1,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.02671076]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.99713201]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.99713201]
 [ 0.          0.          0.          0.        ]]",4.640095490552712,3.000175549713125,0.0,3.0001755497131253,0.25441397255574666,ij,3.0001755497131253,3.0001755497131253,0.0,4.640095490552713,4.640095490552713,False,True,8.881784197001252e-16,0.0
38,2,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.02671076]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.99713201]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]",4.640095490552713,0.9971320053885748,0.0,0.9854083969904907,0.000602454693673985,ij,0.9854083969904907,0.9854083969904907,0.0,4.639695304559849,4.639695144325517,True,True,-0.000400185992863733,-1.6023433158096623e-07
39,2,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.0202864 ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]",4.639695144325517,0.0,3.0001755497131253,0.25441397255574666,3.0001755497131253,ji,3.0001755497131253,0.0,3.0001755497131253,4.639695144325517,4.639695144325517,True,True,0.0,0.0
40,0,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.0202864 ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]",4.639695144325517,2.0080964683145375,0.0,2.0080964683145375,0.0,ij,2.0080964683145375,2.0080964683145375,0.0,4.639695144325517,4.639695144325517,True,True,0.0,0.0
41,0,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.0202864 ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]",4.639695144325517,-0.006312144293175576,0.0,-0.006312144293175576,-0.00322697156278278,ij,-0.006312144293175576,-0.006312144293175576,0.0,4.639695144325517,4.639695144325517,True,True,0.0,0.0
42,2,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.0202864 ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]",4.639695144325517,0.0,2.0080964683145375,0.0,2.0080964683145375,ji,2.0080964683145375,0.0,2.0080964683145375,4.639695144325517,4.639695144325517,True,True,0.0,0.0
43,2,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.0202864 ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]",4.639695144325517,0.9854083969904907,0.0,0.9854083969904904,0.000602454693673985,ij,0.9854083969904904,0.9854083969904904,0.0,4.639695144325517,4.6396951443255166,True,True,0.0,-8.881784197001252e-16
44,0,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.0202864 ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]",4.6396951443255166,1.0069111875404624,0.0,1.0302313078461491,0.0,ij,1.0302313078461491,1.0302313078461491,0.0,4.6396264422361995,4.6396264375157905,True,True,-6.870208931708532e-05,-4.720408952607613e-09
45,1,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.01918438]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]",4.6396264375157905,0.0,-0.006312144293175576,-0.00322697156278278,-0.006312144293175576,ji,-0.006312144293175576,0.0,-0.006312144293175576,4.6396264375157905,4.6396264375157905,True,True,0.0,0.0
46,2,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.01918438]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.9854084 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.98339735]
 [ 0.          0.          0.          0.        ]]",4.6396264375157905,0.9854083969904904,0.0,0.9833973527337817,0.000602454693673985,ij,0.9833973527337817,0.9833973527337817,0.0,4.639614650877732,4.639614650738805,True,True,-1.1786638058453036e-05,-1.389270920526542e-10
47,2,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.01899534]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.98339735]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.98339735]
 [ 0.          0.          0.          0.        ]]",4.639614650738805,0.0,2.0080964683145375,0.0,2.0080964683145375,ji,2.0080964683145375,0.0,2.0080964683145375,4.639614650738805,4.639614650738805,True,True,0.0,0.0
48,3,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.01899534]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.98339735]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.01000177]
 [ 0.          0.          0.          0.98339735]
 [ 0.          0.          0.          0.        ]]",4.639614650738805,0.0,0.7637648112862914,0.0,1.0100017711471576,ji,1.0100017711471576,0.0,1.0100017711471576,4.624629312556014,4.624400162043456,True,True,-0.014985338182791352,-0.00022915051255800734
49,1,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.77866063]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.01000177]
 [ 0.          0.          0.          0.98339735]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.01000177]
 [ 0.          0.          0.          0.98339735]
 [ 0.          0.          0.          0.        ]]",4.624400162043456,0.0,-0.006312144293175576,-0.00322697156278278,-0.006312144293175576,ji,-0.006312144293175576,0.0,-0.006312144293175576,4.624400162043456,4.624400162043456,True,True,0.0,0.0
50,1,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.77866063]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.01000177]
 [ 0.          0.          0.          0.98339735]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.01000177]
 [ 0.          0.          0.          0.98339735]
 [ 0.          0.          0.          0.        ]]",4.624400162043456,3.0001755497131253,0.0,3.0001755497131253,0.25441397255574666,ij,3.0001755497131253,3.0001755497131253,0.0,4.624400162043456,4.624400162043456,True,True,0.0,0.0
51,3,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.77866063]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.01000177]
 [ 0.          0.          0.          0.98339735]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.01000177]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]",4.624400162043456,0.0,0.9833973527337817,0.000602454693673985,0.9208852654439991,ji,0.9208852654439991,0.0,0.9208852654439991,4.612659297794114,4.6125192532306585,True,True,-0.011740864249341953,-0.00014004456345517724
52,3,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.59600423]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.01000177]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.19714392]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]",4.6125192532306585,0.0,1.0100017711471576,0.0,1.1971439242815989,ji,1.1971439242815989,0.0,1.1971439242815989,4.603381528431569,4.60329699895704,True,True,-0.009137724799089142,-8.45294745293046e-05
53,2,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.45718384]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.19714392]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.19714392]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]",4.60329699895704,0.0,3.0001755497131253,0.25441397255574666,3.0001755497131253,ji,3.0001755497131253,0.0,3.0001755497131253,4.60329699895704,4.60329699895704,True,True,0.0,0.0
54,0,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.45718384]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.19714392]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.19714392]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]",4.60329699895704,-0.006312144293175576,0.0,-0.006312144293175576,-0.00322697156278278,ij,-0.006312144293175576,-0.006312144293175576,0.0,4.60329699895704,4.60329699895704,True,True,0.0,0.0
55,3,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.45718384]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.19714392]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.19714392]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]",4.60329699895704,0.0,1.1971439242815989,0.0,1.197143924281599,ji,1.197143924281599,0.0,1.197143924281599,4.603296998957039,4.603296998957039,True,True,-8.881784197001252e-16,0.0
56,3,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.45718384]]","[[ 0.         -0.00631214  2.00809647  1.03023131]
 [ 0.          0.          3.00017555  1.19714392]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.16131362]
 [ 0.          0.          3.00017555  1.19714392]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]",4.603296998957039,0.0,1.0302313078461491,0.0,1.1613136224766534,ji,1.1613136224766534,0.0,1.1613136224766534,4.600962403683721,4.600956936323228,True,True,-0.0023345952733180297,-5.467360493227602e-06
57,1,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.42236483]]","[[ 0.         -0.00631214  2.00809647  1.16131362]
 [ 0.          0.          3.00017555  1.19714392]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.16131362]
 [ 0.          0.          3.00017555  1.19756692]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]",4.600956936323228,1.197143924281599,0.0,1.1975669231832953,0.0,ij,1.1975669231832953,1.1975669231832953,0.0,4.60095688854652,4.600956888546518,True,True,-4.777670792321942e-08,-1.7763568394002505e-15
58,0,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.42236412]]","[[ 0.         -0.00631214  2.00809647  1.16131362]
 [ 0.          0.          3.00017555  1.19756692]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.16131629]
 [ 0.          0.          3.00017555  1.19756692]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]",4.600956888546518,1.1613136224766534,0.0,1.1613162925067566,0.0,ij,1.1613162925067566,1.1613162925067566,0.0,4.600956888545544,4.600956888545545,True,False,-9.743317264110374e-13,8.881784197001252e-16
59,3,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.42236412]]","[[ 0.         -0.00631214  2.00809647  1.16131629]
 [ 0.          0.          3.00017555  1.19756692]
 [ 0.          0.          0.          0.92088527]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.16131629]
 [ 0.          0.          3.00017555  1.19756692]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.600956888545545,0.0,0.9208852654439991,0.000602454693673985,0.8619638656478188,ji,0.8619638656478188,0.0,0.8619638656478188,4.590025363696598,4.589904094662046,True,True,-0.010931524848946772,-0.00012126903455200733
60,1,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.2600886 ]]","[[ 0.         -0.00631214  2.00809647  1.16131629]
 [ 0.          0.          3.00017555  1.19756692]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.16131629]
 [ 0.          0.          3.00017555  1.37395966]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.589904094662046,1.1975669231832953,0.0,1.373959660015901,0.0,ij,1.373959660015901,1.373959660015901,0.0,4.581410344059753,4.58133737267892,True,True,-0.008493750602292849,-7.297138083295351e-05
61,1,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.13675784]]","[[ 0.         -0.00631214  2.00809647  1.16131629]
 [ 0.          0.          3.00017555  1.37395966]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.16131629]
 [ 0.          0.          3.00017555  1.37395966]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.58133737267892,3.0001755497131253,0.0,3.0001755497131253,0.25441397255574666,ij,3.0001755497131253,3.0001755497131253,0.0,4.58133737267892,4.58133737267892,True,True,0.0,0.0
62,0,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.13675784]]","[[ 0.         -0.00631214  2.00809647  1.16131629]
 [ 0.          0.          3.00017555  1.37395966]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963374]
 [ 0.          0.          3.00017555  1.37395966]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.58133737267892,1.1613162925067566,0.0,1.2796337373298468,0.0,ij,1.2796337373298468,1.2796337373298468,0.0,4.57934992889982,4.579345968468717,True,True,-0.0019874437791003174,-3.960431103067208e-06
63,2,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10839003]]","[[ 0.         -0.00631214  2.00809647  1.27963374]
 [ 0.          0.          3.00017555  1.37395966]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963374]
 [ 0.          0.          3.00017555  1.37395966]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345968468717,0.0,3.0001755497131253,0.25441397255574666,3.0001755497131253,ji,3.0001755497131253,0.0,3.0001755497131253,4.579345968468717,4.579345968468717,True,True,0.0,0.0
64,3,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10839003]]","[[ 0.         -0.00631214  2.00809647  1.27963374]
 [ 0.          0.          3.00017555  1.37395966]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963374]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345968468717,0.0,1.373959660015901,0.0,1.3743414670457264,ji,1.3743414670457264,0.0,1.3743414670457264,4.579345927824701,4.579345927824699,True,True,-4.064401615266888e-08,-1.7763568394002505e-15
65,0,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10838945]]","[[ 0.         -0.00631214  2.00809647  1.27963374]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963374]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345927824699,2.0080964683145375,0.0,2.0080964683145375,0.0,ij,2.0080964683145375,2.0080964683145375,0.0,4.579345927824699,4.579345927824699,True,True,0.0,0.0
66,1,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10838945]]","[[ 0.         -0.00631214  2.00809647  1.27963374]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963374]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345927824699,1.3743414670457264,0.0,1.3743414670457264,0.0,ij,1.3743414670457264,1.3743414670457264,0.0,4.579345927824699,4.579345927824699,True,True,0.0,0.0
67,0,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10838945]]","[[ 0.         -0.00631214  2.00809647  1.27963374]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345927824699,1.2796337373298468,0.0,1.2796361473509112,0.0,ij,1.2796361473509112,1.2796361473509112,0.0,4.579345927823869,4.579345927823871,True,False,-8.29558643999917e-13,1.7763568394002505e-15
68,0,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10838945]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345927823871,-0.006312144293175576,0.0,-0.006312144293175576,-0.00322697156278278,ij,-0.006312144293175576,-0.006312144293175576,0.0,4.579345927823871,4.579345927823871,True,True,0.0,0.0
69,0,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10838945]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345927823871,2.0080964683145375,0.0,2.0080964683145375,0.0,ij,2.0080964683145375,2.0080964683145375,0.0,4.579345927823871,4.579345927823871,True,True,0.0,0.0
70,3,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10838945]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345927823871,0.0,1.2796361473509112,0.0,1.2796361473509112,ji,1.2796361473509112,0.0,1.2796361473509112,4.579345927823871,4.579345927823871,True,True,0.0,0.0
71,1,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10838945]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345927823871,3.0001755497131253,0.0,3.0001755497131253,0.25441397255574666,ij,3.0001755497131253,3.0001755497131253,0.0,4.579345927823871,4.579345927823871,True,True,0.0,0.0
72,2,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10838945]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345927823871,0.0,3.0001755497131253,0.25441397255574666,3.0001755497131253,ji,3.0001755497131253,0.0,3.0001755497131253,4.579345927823871,4.579345927823871,True,True,0.0,0.0
73,0,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10838945]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345927823871,1.2796361473509112,0.0,1.2796361473509112,0.0,ij,1.2796361473509112,1.2796361473509112,0.0,4.579345927823871,4.579345927823871,True,True,0.0,0.0
74,3,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         7.10838945]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.27963615]
 [ 0.          0.          3.00017555  1.37434147]
 [ 0.          0.          0.          0.86196387]
 [ 0.          0.          0.          0.        ]]",4.579345927823871,0.0,1.3743414670457264,0.0,1.3743414748227956,ji,1.3743414748227956,0.0,1.3743414748227956,4.57934592782387,4.579345927823871,True,False,-8.881784197001252e-16,8.881784197001252e-16
